"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"Roma";"ROMA";"Lazio";"Numidio Quadrato Dir.Anagnina";"2015";"2015-01-27T12:26:44Z";"1427368765";"12.5528704999999";"41.8624032999999";
"Roma";"ROMA";"Lazio";"Numidio Quadrato Dir.Anagnina";"2015";"2015-01-27T12:26:44Z";"1427368766";"12.5529433";"41.8624751999999";
"Roma";"ROMA";"Lazio";"Numidio Quadrato Dir.Anagnina";"2015";"2015-01-27T12:26:44Z";"1427370530";"12.5532153999999";"41.862237";
"Roma";"ROMA";"Lazio";"Numidio Quadrato Dir.Battistini";"2015";"2015-01-27T12:26:45Z";"1427368763";"12.5524137";"41.8618938999999";
"Roma";"ROMA";"Lazio";"Numidio Quadrato Dir.Battistini";"2015";"2015-01-27T12:26:45Z";"1427368764";"12.5524801";"41.8619684";
"Roma";"ROMA";"Lazio";"Numidio Quadrato Dir.Battistini";"2015";"2015-01-27T12:26:45Z";"1427370526";"12.552760899999999";"41.8617525";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"665301338";"12.4581737";"41.9092788";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"665314908";"12.4577338999999";"41.9093888";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"665314909";"12.4578627";"41.9091673";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"665314910";"12.4576813";"41.9091639999999";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"665314916";"12.4578191999999";"41.9095444";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"665314917";"12.4582139";"41.9097014";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"672115902";"12.4583929999999";"41.9096213999999";
"Roma";"ROMA";"Lazio";"Ottaviano";"2015";"2015-01-27T12:26:45Z";"672330123";"12.4584329";"41.9093453999999";
"Roma";"ROMA";"Lazio";"Parco di Centocelle";"2014";"2014-11-09T00:02:53Z";"3175840765";"12.5679199";"41.8746471999999";
"Roma";"ROMA";"Lazio";"Pietralata";"2015";"2015-01-27T12:42:02Z";"2047326301";"12.5548145";"41.9147006";
"Roma";"ROMA";"Lazio";"Pietralata";"2015";"2015-01-27T12:42:02Z";"295228586";"12.5549477";"41.9149035";
"Roma";"ROMA";"Lazio";"Pigneto";"2015";"2015-07-18T18:47:28Z";"3656951458";"12.5286574";"41.8885046999999";
"Roma";"ROMA";"Lazio";"Pigneto";"2015";"2015-07-18T18:47:28Z";"3656951459";"12.5278486";"41.8886794";
"Roma";"ROMA";"Lazio";"Piramide";"2013";"2013-05-03T10:44:38Z";"470948141";"12.485499";"41.8713910999999";
"Roma";"ROMA";"Lazio";"Piramide";"2015";"2015-01-27T12:21:52Z";"1168031316";"12.4820268999999";"41.8757195";
"Roma";"ROMA";"Lazio";"Piramide";"2015";"2015-01-27T12:21:52Z";"1168036989";"12.4834315";"41.8744826";
"Roma";"ROMA";"Lazio";"Piramide";"2015";"2015-01-27T12:21:52Z";"1168037026";"12.4830736";"41.873334";
"Roma";"ROMA";"Lazio";"Piramide";"2015";"2015-01-27T12:21:52Z";"470943742";"12.4846407999999";"41.8730637";
"Roma";"ROMA";"Lazio";"Policlinico";"2015";"2015-01-27T12:40:37Z";"1186543213";"12.5122171";"41.9083113";
"Roma";"ROMA";"Lazio";"Policlinico";"2015";"2015-01-27T12:40:37Z";"1186543219";"12.5115436";"41.9091407";
"Roma";"ROMA";"Lazio";"Policlinico";"2015";"2015-01-27T12:40:37Z";"1186544719";"12.5112725";"41.9090650999999";
"Roma";"ROMA";"Lazio";"Policlinico";"2015";"2015-01-27T12:40:37Z";"295227613";"12.5124092";"41.9084320999999";
"Roma";"ROMA";"Lazio";"Ponte Lungo";"2015";"2015-01-27T12:26:45Z";"1262595092";"12.519301";"41.8778085";
"Roma";"ROMA";"Lazio";"Ponte Lungo";"2015";"2015-01-27T12:26:45Z";"1262595309";"12.5183453";"41.8778381999999";
"Roma";"ROMA";"Lazio";"Ponte Lungo";"2015";"2015-01-27T12:26:45Z";"1262595627";"12.5188355";"41.8775468999999";
"Roma";"ROMA";"Lazio";"Ponte Lungo";"2015";"2015-01-27T12:26:46Z";"1262595135";"12.518456";"41.8779102";
"Roma";"ROMA";"Lazio";"Ponte Lungo";"2015";"2015-01-27T12:26:46Z";"1909364871";"12.5191363";"41.8779285";
"Roma";"ROMA";"Lazio";"Ponte Mammolo";"2015";"2015-01-27T12:42:02Z";"801468268";"12.5651587";"41.9204371";
"Roma";"ROMA";"Lazio";"Porta Furba - Quadraro";"2015";"2015-01-27T12:26:46Z";"1657962377";"12.5480478";"41.8635819";
"Roma";"ROMA";"Lazio";"Porta Furba - Quadraro";"2015";"2015-01-27T12:26:46Z";"302215067";"12.5476741999999";"41.8637769999999";
"Roma";"ROMA";"Lazio";"Porta Furba - Quadraro";"2015";"2015-01-27T12:26:46Z";"563750844";"12.5481794";"41.8636655999999";
"Roma";"ROMA";"Lazio";"Porta Furba - Quadraro";"2015";"2015-01-27T12:26:46Z";"563750846";"12.5481531";"41.8640191";
"Roma";"ROMA";"Lazio";"Porta Furba - Quadraro";"2015";"2015-12-26T02:48:19Z";"563750841";"12.5479306";"41.8636411";
"Roma";"ROMA";"Lazio";"Quintiliani";"2015";"2015-01-27T12:42:02Z";"1799299411";"12.5385218";"41.9155876";
"Roma";"ROMA";"Lazio";"Rebibbia";"2015";"2015-01-27T12:42:02Z";"1319005664";"12.5730132";"41.9258414999999";
"Roma";"ROMA";"Lazio";"Re di Roma";"2015";"2015-01-27T12:26:46Z";"1168535700";"12.5150276";"41.8820956";
"Roma";"ROMA";"Lazio";"Re di Roma";"2015";"2015-01-27T12:26:46Z";"1518748369";"12.513108";"41.8817777";
"Roma";"ROMA";"Lazio";"Re di Roma";"2015";"2015-01-27T12:26:46Z";"1768595341";"12.5136649";"41.8818434";
"Roma";"ROMA";"Lazio";"Re di Roma";"2015";"2015-01-27T12:26:46Z";"294694472";"12.5150377";"41.8818682";
"Roma";"ROMA";"Lazio";"Repubblica";"2015";"2015-01-27T12:26:47Z";"1208034381";"12.4960784999999";"41.9021355";
"Roma";"ROMA";"Lazio";"Repubblica";"2015";"2015-01-27T12:26:47Z";"1208034385";"12.4954579999999";"41.9027311999999";
"Roma";"ROMA";"Lazio";"Repubblica";"2015";"2015-01-27T12:26:47Z";"248834289";"12.4958328";"41.9021746";
"Roma";"ROMA";"Lazio";"Repubblica";"2015";"2015-01-27T12:26:47Z";"248834290";"12.4954547";"41.9025024";
"Roma";"ROMA";"Lazio";"S. Agnese/Annibaliano";"2015";"2015-01-27T12:40:38Z";"1895350346";"12.5161069";"41.9246758";
"Roma";"ROMA";"Lazio";"S. Agnese/Annibaliano";"2015";"2015-07-10T20:50:47Z";"3645124935";"12.5155841999999";"41.9238256";
"Roma";"ROMA";"Lazio";"S. Agnese/Annibaliano";"2015";"2015-09-20T13:48:22Z";"3751571464";"12.5161628999999";"41.9246450999999";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1219478574";"12.5102537999999";"41.8856474999999";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1219478580";"12.5102215";"41.8852698";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1219478599";"12.5094344";"41.8850674999999";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1391602798";"12.5096972";"41.8849962";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1391602799";"12.5099076999999";"41.8850689";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1391602800";"12.5094726";"41.8851702999999";
"Roma";"ROMA";"Lazio";"San Giovanni";"2015";"2015-01-27T12:26:47Z";"1391604437";"12.5101177";"41.8856333";
"Roma";"ROMA";"Lazio";"San Paolo";"2015";"2015-01-27T12:34:01Z";"248973535";"12.4785229";"41.8561395999999";
"Roma";"ROMA";"Lazio";"San Paolo";"2015";"2015-01-27T12:34:01Z";"248973536";"12.4785";"41.8564488";
"Roma";"ROMA";"Lazio";"San Paolo";"2015";"2015-01-27T12:34:01Z";"259578199";"12.4780718";"41.8564993999999";
"Roma";"ROMA";"Lazio";"Santa Maria del Soccorso";"2015";"2015-01-27T12:42:02Z";"2460402813";"12.560561";"41.9154787";
"Roma";"ROMA";"Lazio";"Spagna";"2015";"2015-01-27T12:26:47Z";"1477822167";"12.4830501";"41.9065013";
"Roma";"ROMA";"Lazio";"Spagna";"2015";"2015-01-27T12:26:47Z";"1741619940";"12.4862053999999";"41.9086841";
"Roma";"ROMA";"Lazio";"Spagna";"2015";"2015-01-27T12:26:47Z";"663736649";"12.4829182";"41.9064474999999";
"Roma";"ROMA";"Lazio";"Spagna";"2015";"2015-01-27T12:26:48Z";"2034547216";"12.4851006";"41.9089377999999";
"Roma";"ROMA";"Lazio";"Spagna";"2015";"2015-01-27T12:26:48Z";"2112373866";"12.488244";"41.9092384";
"Roma";"ROMA";"Lazio";"Stazione Metro Arco di Travertino";"2015";"2015-01-27T12:26:48Z";"302212403";"12.5364877";"41.8670768";
"Roma";"ROMA";"Lazio";"Subaugusta";"2015";"2015-01-27T12:26:48Z";"1427374763";"12.5674265";"41.8536904999999";
"Roma";"ROMA";"Lazio";"Subaugusta";"2015";"2015-01-27T12:26:48Z";"1427374765";"12.567944";"41.8540822";
"Roma";"ROMA";"Lazio";"Teano";"2015";"2015-07-10T20:26:24Z";"3645091781";"12.5515911";"41.8892231";
"Roma";"ROMA";"Lazio";"Teano";"2015";"2015-07-18T18:47:28Z";"3656951517";"12.5507728";"41.8893111";
"Roma";"ROMA";"Lazio";"Termini";"2015";"2015-01-27T12:26:48Z";"1429397022";"12.4995743";"41.9011822";
"Roma";"ROMA";"Lazio";"Termini";"2015";"2015-01-27T12:26:48Z";"2470611743";"12.5000158999999";"41.9020086";
"Roma";"ROMA";"Lazio";"Termini";"2015";"2015-08-21T15:51:31Z";"248834292";"12.4994739999999";"41.9008343";
"Roma";"ROMA";"Lazio";"Termini";"2015";"2015-08-21T15:51:31Z";"248834293";"12.5000239";"41.9004983";
"Roma";"ROMA";"Lazio";"Tiburtina FS";"2015";"2015-01-27T12:42:02Z";"1799134234";"12.5294746";"41.9108182";
"Roma";"ROMA";"Lazio";"Tiburtina FS";"2015";"2015-01-27T12:42:02Z";"295227421";"12.5287323";"41.9108633999999";
"Roma";"ROMA";"Lazio";"Valle Aurelia";"2015";"2015-05-20T22:16:29Z";"3531779193";"12.4408524";"41.9025948";
"Roma";"ROMA";"Lazio";"Valle Aurelia";"2015";"2015-05-20T22:16:32Z";"1389012559";"12.441419";"41.9030071";
"Roma";"ROMA";"Lazio";"Vittorio Emanuele";"2015";"2015-01-27T12:26:48Z";"1564276117";"12.5038801999999";"41.8938968";
"Roma";"ROMA";"Lazio";"Vittorio Emanuele";"2015";"2015-01-27T12:26:48Z";"1564276124";"12.5035585";"41.8940697999999";
"Roma";"ROMA";"Lazio";"Vittorio Emanuele";"2015";"2015-01-27T12:26:48Z";"256753101";"12.5047989";"41.8952481";
"Roma";"ROMA";"Lazio";"Vittorio Emanuele";"2015";"2015-01-27T12:26:48Z";"256753106";"12.505121";"41.8950721";
"Roma";"ROMA";"Lazio";"Vittorio Emanuele";"2015";"2015-01-27T12:26:49Z";"1140142103";"12.502704";"41.8955763";
"Roma";"ROMA";"Lazio";"Vittorio Emanuele";"2015";"2015-01-27T12:26:49Z";"1156359881";"12.5025847999999";"41.895456";
"Aversa";"CASERTA";"Campania";"";"2015";"2015-12-31T14:06:18Z";"3920622892";"14.2134476";"40.9740928";
"Aversa";"CASERTA";"Campania";"";"2015";"2015-12-31T14:06:19Z";"3920622893";"14.2136729";"40.974113";
"Capri";"NAPOLI";"Campania";"";"2013";"2013-09-28T08:18:30Z";"2474890073";"14.2426948";"40.5508641999999";
"Napoli";"NAPOLI";"Campania";"";"2013";"2013-04-01T18:30:08Z";"2242738136";"14.2390003";"40.8513171";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-01-28T18:37:55Z";"3317218499";"14.2718874";"40.8528530999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-01-28T18:39:00Z";"2607297794";"14.2698488";"40.8517926999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-01-28T18:39:00Z";"2607297799";"14.2702264";"40.8518248";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:07:00Z";"3389491575";"14.2766348999999";"40.8564117";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:07:00Z";"3389491587";"14.2766234999999";"40.8564660999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:11:30Z";"3389495056";"14.2779941";"40.8567074999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:11:31Z";"3389495059";"14.277632";"40.8564032";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:26:17Z";"3389519803";"14.2792213";"40.8567685";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:26:18Z";"3389519805";"14.2792569";"40.8566158";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:26:18Z";"3389519814";"14.2795432";"40.856645";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:26:18Z";"3389519815";"14.2795171";"40.8568";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T16:37:32Z";"3389530848";"14.2796757";"40.8555654";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T18:22:51Z";"3389733607";"14.2791362";"40.8575378999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T18:22:51Z";"3389733609";"14.2792665";"40.8571657999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T18:22:52Z";"3389733617";"14.2793068";"40.8571697";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T18:22:53Z";"3389539080";"14.2793739";"40.8562409";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T18:22:53Z";"3389539081";"14.2795555";"40.8562567999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T18:27:43Z";"3389746312";"14.2792385999999";"40.8581314999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T19:06:26Z";"3389848466";"14.2808502";"40.8569961999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T19:07:02Z";"3389846712";"14.2802862";"40.8566638";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T19:32:24Z";"3389909762";"14.2814701999999";"40.8569164";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-08T19:38:01Z";"3389918060";"14.2825577999999";"40.8570126999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T17:11:11Z";"3392765593";"14.2837762";"40.8570888";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T17:11:11Z";"3392765597";"14.2840641";"40.8571165999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T17:11:11Z";"3392765598";"14.2837545";"40.8572014";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T17:11:11Z";"3392765599";"14.2840422";"40.8572288";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T17:17:10Z";"3392773447";"14.2832569";"40.8569725999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T18:37:43Z";"3392856343";"14.2819272";"40.8584084";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T18:37:44Z";"3392856370";"14.2814241";"40.8584115999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-10T19:14:57Z";"3392901589";"14.2782034";"40.8560846999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-11T18:31:40Z";"3394179365";"14.2787933";"40.8575899";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-11T18:35:06Z";"3394181602";"14.2773203";"40.8573442";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-18T17:17:36Z";"3405673214";"14.2800216";"40.8557161";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-19T12:08:15Z";"3406893621";"14.2804293999999";"40.8573524999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-19T12:27:14Z";"3406911734";"14.2810115";"40.8577805999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-19T12:51:48Z";"3406932474";"14.2802159";"40.8587853";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-19T13:00:35Z";"3406939314";"14.2811";"40.8589247";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-23T11:52:39Z";"3414167021";"14.2851019";"40.8562936";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-23T11:52:39Z";"3414167024";"14.2846727";"40.8562397999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-23T18:54:37Z";"3414704849";"14.2719477";"40.8519912";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-23T19:10:44Z";"3414732527";"14.2740276";"40.8506366";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:28:24Z";"3415650157";"14.2837795";"40.8575228999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:42:07Z";"3415661404";"14.2826302999999";"40.8585473999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:42:08Z";"3415661414";"14.2826479";"40.8584541";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:42:08Z";"3415661428";"14.2834945";"40.8583102999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:42:09Z";"3415661457";"14.283899";"40.8583489999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:47:20Z";"3415665853";"14.2846552";"40.8586651999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-03-24T10:47:21Z";"3415665858";"14.2846388";"40.8587545999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-07-25T12:38:35Z";"3405680517";"14.2809041";"40.8563423";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-07-25T12:38:36Z";"3414167043";"14.2841658";"40.8561880999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-07-25T12:38:36Z";"3414167081";"14.2841202";"40.8559405999999";
"Napoli";"NAPOLI";"Campania";"";"2015";"2015-07-25T12:38:36Z";"3414167090";"14.2839163";"40.8561617";
"Napoli";"NAPOLI";"Campania";"";"2016";"2016-02-15T11:35:55Z";"3768742827";"14.2713234999999";"40.8522141999999";
"Napoli";"NAPOLI";"Campania";"";"2016";"2016-02-15T11:35:55Z";"3768745658";"14.2687822";"40.8519525999999";
"Napoli";"NAPOLI";"Campania";"Dante";"2015";"2015-01-28T18:47:46Z";"2528534990";"14.2499436999999";"40.8487377";
"Napoli";"NAPOLI";"Campania";"Dante";"2015";"2015-01-28T18:47:46Z";"2528535054";"14.249987";"40.8491868999999";
"Napoli";"NAPOLI";"Campania";"Dante";"2015";"2015-07-31T09:08:34Z";"3317223119";"14.2496838";"40.8488648";
"Napoli";"NAPOLI";"Campania";"Montecalvario (Toledo)";"2015";"2015-03-16T17:52:11Z";"3317220322";"14.2466937999999";"40.8424083999999";
"Napoli";"NAPOLI";"Campania";"Museo";"2014";"2014-06-15T20:02:59Z";"2469452946";"14.2513813";"40.853478";
"Napoli";"NAPOLI";"Campania";"Museo";"2015";"2015-01-28T18:51:24Z";"2481753372";"14.2519734";"40.8537664999999";
"Napoli";"NAPOLI";"Campania";"Museo";"2015";"2015-12-18T20:44:23Z";"3317229419";"14.251344";"40.8532781999999";
"Napoli";"NAPOLI";"Campania";"Piazza Cavour";"2015";"2015-01-28T18:51:24Z";"2481753401";"14.2551542";"40.8553181999999";
"Napoli";"NAPOLI";"Campania";"Toledo";"2015";"2015-01-28T18:44:23Z";"3317220321";"14.2488974";"40.8422901";
"Napoli";"NAPOLI";"Campania";"Toledo";"2015";"2015-01-28T18:44:23Z";"3317220323";"14.2489296";"40.8425924";
"Napoli";"NAPOLI";"Campania";"Universit";"2015";"2015-01-28T18:32:16Z";"3317213172";"14.2560365";"40.8437842";
"Napoli";"NAPOLI";"Campania";"Universit";"2015";"2015-01-28T18:32:16Z";"3317213181";"14.2556717";"40.8439667999999";
"Palermo";"PALERMO";"Sicilia";"";"2009";"2009-06-10T19:34:06Z";"418375969";"13.3540177";"38.1087093";
"Palermo";"PALERMO";"Sicilia";"";"2009";"2009-06-10T19:34:06Z";"418375970";"13.3540051";"38.1088701999999";
"Palermo";"PALERMO";"Sicilia";"";"2009";"2009-06-11T09:07:54Z";"418635863";"13.3420742";"38.1324437";
"Palermo";"PALERMO";"Sicilia";"";"2009";"2009-06-11T09:07:55Z";"418635868";"13.3410086";"38.1321323";
"Catania";"CATANIA";"Sicilia";"Borgo";"2015";"2015-10-03T19:46:26Z";"291779861";"15.0828101";"37.5217761999999";
"Catania";"CATANIA";"Sicilia";"Borgo";"2015";"2015-10-03T19:46:26Z";"296365525";"15.0846708";"37.5214658";
"Catania";"CATANIA";"Sicilia";"Borgo";"2015";"2015-10-03T19:46:26Z";"690283699";"15.0851281";"37.5217876";
"Catania";"CATANIA";"Sicilia";"Galatea";"2015";"2015-10-03T19:46:26Z";"296373773";"15.1010559";"37.5147230999999";
"Catania";"CATANIA";"Sicilia";"Galatea";"2015";"2015-10-03T19:46:26Z";"296373777";"15.1010031999999";"37.51458";
"Catania";"CATANIA";"Sicilia";"Galatea";"2015";"2015-10-03T19:46:26Z";"296373779";"15.1023991";"37.5142509";
"Catania";"CATANIA";"Sicilia";"Galatea";"2015";"2015-10-03T19:46:26Z";"296373784";"15.1023511999999";"37.5141113999999";
"Catania";"CATANIA";"Sicilia";"Giuffrida";"2015";"2015-10-03T19:46:26Z";"297606028";"15.0916756";"37.5194801";
"Catania";"CATANIA";"Sicilia";"Giuffrida";"2015";"2015-10-03T19:46:27Z";"297606024";"15.0902861";"37.5206416999999";
"Catania";"CATANIA";"Sicilia";"Giuffrida";"2015";"2015-10-03T19:46:27Z";"297606040";"15.0901168";"37.5205299";
"Catania";"CATANIA";"Sicilia";"Giuffrida";"2015";"2015-12-27T17:26:33Z";"297606030";"15.0913313";"37.5195410999999";
"Catania";"CATANIA";"Sicilia";"Italia";"2015";"2015-10-03T19:46:27Z";"282781866";"15.0971359";"37.5162174";
"Catania";"CATANIA";"Sicilia";"Italia";"2015";"2015-10-03T19:46:27Z";"282782056";"15.0961450999999";"37.5160817";
"Catania";"CATANIA";"Sicilia";"Italia";"2015";"2015-10-03T19:46:27Z";"294010898";"15.0972095999999";"37.5157461";
"Catania";"CATANIA";"Sicilia";"Italia";"2015";"2015-10-03T19:46:27Z";"296362034";"15.095864";"37.516499";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-06-25T13:44:20Z";"2360466158";"17.1082137";"39.0842125";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-06-25T13:47:34Z";"2360465223";"17.1079942";"39.0843835";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-06-25T13:47:34Z";"2360465231";"17.1080191";"39.0842356";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-06-25T13:47:34Z";"2360465233";"17.1080900999999";"39.0843048999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-06-25T13:47:34Z";"2360465239";"17.1079185";"39.0843101999999";
